timestamp,gE_min,gE_max,h2119,q2119,h2215,q2215,h2467,t2467,uv,aqi,wind,gust,wdir,smn_ff,smn_fx,smn_dd,smn_tt,smn_rad,q2179,t2179,vario_grid,vario_all
1788156000,530.33,530.75,531.96,5.16,480.33,7.89,470.34,17.43,0.5,18.0,13.6,24.5,259.0,15.1,23.4,247.0,17.2,85.0,2.02,17.2,14.34,30.99
1788158400,530.33,530.75,531.96,5.16,480.33,7.86,470.34,17.42,1.25,18.0,13.1,24.5,249.0,11.9,18.0,254.0,17.6,195.0,2.03,17.15,12.07,28.72
1788159000,530.33,530.75,531.96,5.16,480.33,7.86,470.34,17.41,1.55,20.0,13.4,24.8,246.0,13.3,21.2,253.0,17.2,97.0,2.03,17.12,10.64,27.29
1788159600,530.33,530.74,531.96,5.16,480.33,7.86,470.34,17.41,1.55,20.0,13.4,24.8,246.0,14.4,21.6,255.0,17.3,228.0,2.03,17.11,10.64,27.29
1788162000,530.33,530.74,531.95,4.95,480.33,7.89,470.34,17.43,2.45,20.0,16.6,29.9,248.0,20.2,33.1,252.0,18.1,417.0,2.03,17.13,8.35,25.0
1788163200,530.33,530.74,531.96,5.16,480.33,7.89,470.34,17.43,2.75,23.0,16.8,31.0,247.0,17.6,31.7,250.0,18.4,477.0,2.02,17.12,7.17,23.82
1788165600,530.33,530.74,531.95,4.95,480.33,7.89,470.34,17.57,3.55,23.0,16.4,31.0,241.0,21.6,33.1,231.0,18.8,532.0,2.02,17.4,4.14,20.79
1788166800,530.33,530.74,531.95,4.98,480.33,7.89,470.34,17.83,3.9,26.0,16.4,31.0,241.0,26.6,38.5,224.0,19.4,666.0,2.02,17.68,3.01,19.66
1788169200,530.33,530.74,531.95,4.9,480.33,7.92,470.35,18.48,4.85,26.0,16.5,30.6,247.0,20.2,39.6,221.0,20.5,835.0,2.03,18.4,1.78,18.43
1788170400,530.33,530.74,531.95,4.92,480.33,7.92,470.35,18.81,5.1,30.0,16.5,31.0,250.0,22.3,32.8,214.0,20.5,673.0,2.03,18.73,0.03,11.98
1788172800,530.33,530.74,531.95,4.98,480.33,7.89,470.35,19.43,5.6,30.0,18.7,35.3,242.0,23.0,37.4,228.0,20.5,263.0,2.04,19.31,-3.41,8.54
1788174000,530.33,530.74,531.95,4.92,480.33,7.92,470.35,19.71,5.7,30.0,19.5,36.4,242.0,20.2,32.8,219.0,21.0,583.0,2.04,19.71,-4.07,7.88
1788176400,530.33,530.74,531.95,4.9,480.33,7.92,470.35,20.16,5.8,30.0,19.8,37.4,243.0,21.6,37.8,237.0,21.3,323.0,2.03,20.46,-5.43,6.52
1788177600,530.33,530.74,531.95,4.9,480.33,7.92,470.35,20.36,5.85,30.0,19.8,37.4,243.0,25.6,45.4,239.0,21.7,388.0,2.03,20.72,-5.43,6.52
1788180000,530.33,530.74,531.95,4.92,480.33,7.92,470.35,20.75,5.6,30.0,18.9,36.7,246.0,25.6,42.8,243.0,22.3,469.0,2.02,21.16,-5.43,6.52
1788181200,530.33,530.74,531.95,4.9,480.33,7.95,470.35,20.95,5.4,30.0,18.9,36.7,246.0,25.6,40.7,234.0,23.4,871.0,2.01,21.32,-4.41,7.54
1788183600,530.33,530.74,531.95,4.9,480.33,7.95,470.35,21.23,4.75,30.0,18.5,34.9,263.0,23.8,40.7,246.0,23.7,757.0,1.99,21.64,-3.56,8.39
1788184800,530.33,530.74,531.95,4.92,480.33,7.95,470.35,21.29,4.5,31.0,18.8,35.6,265.0,24.5,43.6,239.0,23.9,715.0,1.98,21.71,-2.32,9.63
1788187200,530.33,530.74,531.95,4.87,480.33,7.92,470.36,21.32,3.6,31.0,20.9,39.2,269.0,22.7,40.0,247.0,23.8,635.0,1.93,21.62,0.43,12.38
1788187800,530.33,530.74,531.95,4.87,480.33,7.92,470.36,21.29,3.25,31.0,21.2,40.3,269.0,20.5,33.8,260.0,23.7,614.0,1.93,21.55,1.43,18.08
1788188400,530.33,530.74,531.95,4.84,480.33,7.92,470.36,21.26,3.25,31.0,21.2,40.3,269.0,20.5,33.8,260.0,23.7,614.0,1.93,21.45,1.43,18.08
1788190800,530.33,530.74,531.96,5.13,480.33,7.92,470.35,21.06,2.25,31.0,20.9,42.1,266.0,22.0,32.8,242.0,23.6,474.0,1.91,21.12,6.38,23.03
1788192000,530.33,530.74,531.95,4.98,480.49,13.95,470.35,20.92,1.9,30.0,20.3,42.1,264.0,15.5,27.7,266.0,23.3,415.0,1.9,20.98,7.3,23.95
1788194400,530.33,530.74,531.95,5.1,481.27,85.29,470.46,20.54,1.0,30.0,19.1,38.9,268.0,18.0,29.2,277.0,22.2,301.0,1.88,20.74,11.43,28.08
1788195600,530.33,530.74,531.95,5.1,481.29,87.46,471.27,19.6,0.75,28.0,18.0,38.5,268.0,14.8,25.9,269.0,22.0,224.0,1.86,20.67,12.47,29.12
1788198000,530.33,530.74,532.14,13.14,481.29,87.87,471.36,17.71,0.25,28.0,12.0,34.2,263.0,11.9,21.6,271.0,21.0,100.0,1.84,20.53,14.92,31.57
1788199200,530.33,530.74,532.23,21.14,481.32,92.25,471.34,17.62,0.1,28.0,9.9,31.7,260.0,13.0,20.9,264.0,20.3,50.0,1.83,20.43,14.9,31.55
1788201600,530.33,530.74,532.63,68.25,481.44,108.46,471.44,17.55,0.0,28.0,6.1,18.7,225.0,7.2,12.6,235.0,19.2,7.0,1.83,20.22,14.7,31.35
1788202800,530.33,530.74,532.63,68.91,481.42,105.49,471.5,17.53,0.0,24.0,6.0,15.1,213.0,5.4,7.6,241.0,18.7,5.0,1.83,20.08,14.18,30.83
1788205200,530.33,530.74,532.48,49.15,481.38,100.85,471.44,17.57,0.0,24.0,4.3,12.2,204.0,2.5,4.3,211.0,17.8,5.0,1.81,19.78,12.62,29.27
